ime planinske točke,pot,zahtevnost
Dobrča,Ljubelj - Dobrča (Bornova pot),delno zahtevna neoznačena pot
Dobrča,Podljubelj (Lajb) - Dobrča,delno zahtevna označena pot
Dobrča,Slatna - Dobrča,lahka označena pot
Dobrča,Tominčev slap - Dobrča,lahka neoznačena steza
Dobrča,Tržič - Dobrča,lahka označena pot
Dobrča,Zadnja vas - Dobrča,lahka označena pot
Dolgi hrbet,Ravenska Kočna - Dolgi hrbet (mimo žičnice in po Frischaufovi poti),zelo zahtevna označena pot
Dolgi hrbet,Ravenska Kočna - Dolgi hrbet (po ferati in Kremžarjevi poti),izjemno zahtevna označena pot
Dolgi hrbet,Ravenska Kočna - Dolgi hrbet (umik Žrela in po Frischaufovi poti),zelo zahtevna označena pot
Dolgi hrbet,Ravenska Kočna - Dolgi hrbet (čez Štularjevo planino in po Frischaufovi poti),zelo zahtevna označena pot
Dolgi hrbet,V  Koncu - Dolgi hrbet (čez Gamsov skret),zelo zahtevna neoznačena steza
Dolgi hrbet,V Koncu - Dolgi hrbet (čez Kokrsko sedlo),zelo zahtevna označena pot
Dolina Škratov,Čezsoča - Dolina Škratov,lahka označena pot
Dolkova špica,Aljažev dom v Vratih - Dolkova špica (po JV grebenu),zelo zahtevno brezpotje
Dolkova špica,Aljažev dom v Vratih - Dolkova špica (vzhodna pot),zelo zahtevna označena pot
Dolkova špica,Aljažev dom v Vratih - Dolkova špica (zahodna pot),zahtevna označena pot
Dolkova špica,Pišnica - Dolkova špica (čez Kriško steno),zelo zahtevna označena pot
Dolkova špica,Ruski križ - Dolkova špica (čez Kriško steno),zelo zahtevna označena pot
Dom Petra Skalarja na Kaninu,D postaja - Dom Petra Skalarja na Kaninu,zahtevna označena pot
Dom Petra Skalarja na Kaninu,D postaja - Dom Petra Skalarja na Kaninu (čez Vrh Osojnic),zahtevna označena pot
Dom Petra Skalarja na Kaninu,Gozdec - Dom Petra Skalarja na Kaninu,lahka označena pot
Dom Planika pod Triglavom,Dolina Krma - Dom Planika pod Triglavom,lahka označena pot
Dom Planika pod Triglavom,Konec ceste na Pokljuki - Dom Planika pod Triglavom,zahtevna označena pot
Dom Planika pod Triglavom,Planina Blato - Dom Planika pod Triglavom (čez Grintovico),lahka neoznačena steza
Dom Planika pod Triglavom,Srednja vas - Dom Planika pod Triglavom (Za Ribnico in čez planino Spodnji Tosc),zahtevna označena pot
Dom Planika pod Triglavom,Stara Fužina - Dom Planika pod Triglavom,zahtevna označena pot
Dom Planika pod Triglavom,Uskovnica (Lom) - Dom Planika pod Triglavom (čez planino Spodnji Tosc),zahtevna označena pot
Dom Planika pod Triglavom,Uskovnica (Razpotje) - Dom Planika pod Triglavom (čez planino Spodnji Tosc),zahtevna označena pot
Dom Planika pod Triglavom,Zadnjica - Dom Planika pod Triglavom,zahtevna označena pot
Dom Pristava v Javorniškem Rovtu,Jesenice (Ukova) - Dom Pristava v Javorniškem Rovtu (čez Jelenkamen),delno zahtevna označena pot
Dom Pristava v Javorniškem Rovtu,Koroška Bela - Dom Pristava v Javorniškem Rovtu (Gajškova pot),lahka označena pot
Dom Valentina Staniča pod Triglavom,Aljažev dom v Vratih - Dom Valentina Staniča pod Triglavom (Tominškova pot),zelo zahtevna označena pot
Dom Valentina Staniča pod Triglavom,Aljažev dom v Vratih - Dom Valentina Staniča pod Triglavom (čez Prag),zahtevna označena pot
Dom Valentina Staniča pod Triglavom,Dolina Kot - Dom Valentina Staniča pod Triglavom,delno zahtevna označena pot
Dom Valentina Staniča pod Triglavom,Dolina Krma - Dom Valentina Staniča pod Triglavom,lahka označena pot
Dom Valentina Staniča pod Triglavom,Dolina Krma - Dom Valentina Staniča pod Triglavom (skozi Travno dolino),lahka neoznačena steza
Dom Valentina Staniča pod Triglavom,Konec ceste na Pokljuki - Dom Valentina Staniča pod Triglavom,zahtevna označena pot
Dom Valentina Staniča pod Triglavom,Turkov rovt (Vrata) - Dom Valentina Staniča pod Triglavom (snežni pristop),lahko brezpotje
Dom Valentina Staniča pod Triglavom,Uskovnica (Lom) - Dom Valentina Staniča pod Triglavom (čez planino Spodnji Tosc),zahtevna označena pot
Dom Valentina Staniča pod Triglavom,Uskovnica (Razpotje) - Dom Valentina Staniča pod Triglavom (čez planino Spodnji Tosc),zahtevna označena pot
Dom na Boču,Studenice - Dom na Boču (po cesti in planinski poti),lahka označena pot
Dom na Boču,Studenice - Dom na Boču (po cesti),lahka označena pot
Dom na Boču,Zgornja Kostrivnica - Dom na Boču,lahka označena pot
Dom na Boču,Zgornja Kostrivnica - Dom na Boču (mimo Koče Velikonočnice),lahka označena pot
Dom na Boču,Zgornje Poljčane - Dom na Boču (Zg .Poljčane - Dom na Boču - Koča Velikonočnica),lahka označena pot
Dom na Boču,Zgornje Poljčane - Dom na Boču (po cesti),lahka označena pot
Dom na Boču,Zgornje Poljčane - Dom na Boču (čez Babo),lahka označena pot
Dom na Dobrovljah,Braslovško jezero - Dom na Dobrovljah,lahka označena pot
Dom na Dobrovljah,Letuš - Dom na Dobrovljah,lahka označena pot
Dom na Gospincu,Ambrož pod Krvavcem - Dom na Gospincu,lahka označena pot
Dom na Gospincu,Planina Jezerca - Dom na Gospincu (po cesti),lahka označena pot
Dom na Gospincu,Planinski dom Milana Šinkovca v Komendi - Dom na Gospincu,lahka označena pot
Dom na Gospincu,Spodnja Kokra - Dom na Gospincu,lahka označena pot
Dom na Gospincu,Spodnja Kokra - Dom na Gospincu (čez Davovec in po grebenu Trdovnika),delno zahtevna označena pot
Dom na Gospincu,Spodnja postaja žičnice na Krvavec - Dom na Gospincu,lahka označena pot
Dom na Gospincu,Spodnja postaja žičnice na Krvavec - Dom na Gospincu (skozi Lukenjski graben),lahka neoznačena steza
Dom na Gospincu,Spodnja postaja žičnice na Krvavec - Dom na Gospincu (čez Davovec in po grebenu Trdovnika),delno zahtevna označena pot
Dom na Kališču,Babni Vrt - Dom na Kališču (mimo sv. Lovrenca),lahka neoznačena steza
Dom na Kališču,Bašelj - Dom na Kališču,lahka označena pot
Dom na Kališču,Bašelj - Dom na Kališču (mimo bolnice Košuta),lahka označena pot
Dom na Kališču,Bašelj - Dom na Kališču (mimo sv. Lovrenca),delno zahtevna označena pot
Dom na Kališču,Bašelj - Dom na Kališču (po gozdni cesti),lahka označena pot
Dom na Kališču,Bašelj - Dom na Kališču (po neoznačeni poti),lahka neoznačena steza
Dom na Kališču,Jekarica - Dom na Kališču,lahka označena pot
Dom na Kališču,Laško - Dom na Kališču,lahka označena pot
Dom na Kališču,Laško - Dom na Kališču (mimo sv. Lovrenca),delno zahtevna označena pot
Dom na Kališču,MHE Zabukovec - Dom na Kališču,lahka označena pot
Dom na Kališču,Mače  - Dom na Kališču (mimo sv. Miklavža),lahka neoznačena steza
Dom na Kališču,Mače - Dom na Kališču,lahka označena pot
Dom na Kališču,Mače - Dom na Kališču (po cesti),lahka označena pot
Dom na Kališču,Mače - Dom na Kališču (po dolini Suhe),lahka neoznačena steza
Dom na Kališču,Mače - Dom na Kališču (čez Kozjek),lahka označena pot
Dom na Kališču,"Potoče - Dom na Kališču (mimo sv. Jakoba, pod Potoško goro in čez Babo)",lahka neoznačena steza
Dom na Kališču,Povlje - Dom na Kališču,delno zahtevna označena pot
Dom na Kališču,Spodnja Kokra - Dom na Kališču,lahka označena pot
Dom na Kališču,Spodnja Kokra - Dom na Kališču (čez Babo),lahka neoznačena steza
Dom na Kisovcu,Kranjski Rak - Dom na Kisovcu (po cesti),lahka označena pot
Dom na Kisovcu,Predkonjska - Dom na Kisovcu (skozi Konjsko dolino),delno zahtevna neoznačena pot
Dom na Kisovcu,Stahovica - Dom na Kisovcu,lahka neoznačena steza
Dom na Kisovcu,Žaga - Dom na Kisovcu (čez Strmino),delno zahtevna označena pot
Dom na Kofcah,Dolina - Dom na Kofcah,lahka označena pot
Dom na Kofcah,Dolina - Dom na Kofcah (mimo kapelice),lahka označena pot
Dom na Kofcah,Globoka dolina - Dom na Kofcah,lahka označena pot
Dom na Kofcah,Matizovec - Dom na Kofcah,lahka označena pot
Dom na Kofcah,Mrzli studenec - Dom na Kofcah,lahka označena pot
Dom na Kofcah,Pod Krnico - Dom na Kofcah,lahka označena pot
Dom na Kofcah,Podljubelj - Dom na Kofcah (mimo Matizovca),lahka označena pot
Dom na Kofcah,Podljubelj - Dom na Kofcah (čez Kal in mimo kapelice),lahka označena pot
Dom na Kofcah,Podljubelj - Dom na Kofcah (čez Kal),lahka označena pot
Dom na Kofcah,Tržič - Dom na Kofcah (čez Kamnek in mimo kapelice),lahka označena pot
Dom na Kofcah,Tržič - Dom na Kofcah (čez Kamnek),lahka označena pot
Dom na Kofcah,Zavetišče na planini Šija - Dom na Kofcah,lahka označena pot
Dom na Komni,Dom v Lepeni - Dom na Komni,lahka označena pot
Dom na Komni,Koča  pri Savici - Dom na Komni (čez Komarčo),zahtevna označena pot
Dom na Komni,Koča pri Savici - Dom na Komni,lahka označena pot
Dom na Komni,Planina Blato - Dom na Komni (mimo Črnega jezera),lahka označena pot
Dom na Komni,Planina Blato - Dom na Komni (čez Štapce),delno zahtevna označena pot
Dom na Komni,Pod Zjabci - Dom na Komni,lahka označena pot
Dom na Komni,Ski hotel Vogel - Dom na Komni,lahka označena pot
Dom na Komni,Ukanc - Dom na Komni (skozi Ražnovo Suho),delno zahtevna neoznačena pot
Dom na Krvavcu,Ambrož pod Krvavcem - Dom na Krvavcu,lahka neoznačena steza
Dom na Krvavcu,Dom na Gospincu - Dom na Krvavcu,lahka označena pot
Dom na Krvavcu,Kriška planina - Dom na Krvavcu,lahka označena pot
Dom na Krvavcu,Planina Jezerca - Dom na Krvavcu,lahka označena pot
Dom na Lovrencu (Bašelj),Babni Vrt - Dom na Lovrencu (Bašelj) (skozi gozd),lahka neoznačena steza
Dom na Lovrencu (Bašelj),Bašelj - Dom na Lovrencu (Bašelj),lahka označena pot
Dom na Lovrencu (Bašelj),Laško - Dom na Lovrencu (Bašelj),lahka označena pot
Dom na Lovrencu (Bašelj),Povlje - Dom na Lovrencu (Bašelj),lahka neoznačena steza
Dom na Matajure,Avsa - Dom na Matajure (stara pot),lahka označena pot
Dom na Matajure,Rifugio Pelizzo - Dom na Matajure,lahka označena pot
Dom na Menini planini,Bela Peč - Dom na Menini planini (mimo vrha Seduc),lahka neoznačena steza
Dom na Menini planini,Bela Peč - Dom na Menini planini (čez Ovčje jame),lahka neoznačena steza
Dom na Menini planini,Golice - Dom na Menini planini,lahka označena pot
Dom na Menini planini,Gornji Grad - Dom na Menini planini (mimo Semprimožnika),lahka označena pot
Dom na Menini planini,Gornji Grad - Dom na Menini planini (čez Borovnico),lahka označena pot
Dom na Menini planini,Hruševka - Dom na Menini planini,lahka označena pot
Dom na Menini planini,Lipa - Dom na Menini planini,lahka označena pot
Dom na Menini planini,Okrog pri Motniku - Dom na Menini planini (čez Biba planino),lahka neoznačena steza
Dom na Menini planini,Okrog pri Motniku - Dom na Menini planini (čez Oseke in vrh Drč),lahka neoznačena steza
Dom na Menini planini,Tirosek (Nova Štifta) - Dom na Menini planini,lahka označena pot
Dom na Menini planini,Zavetišče na Biba planini - Dom na Menini planini,lahka označena pot
Dom na Menini planini,Češnjice v Tuhinju - Dom na Menini planini,lahka neoznačena steza
Dom na Menini planini,Črnivec - Dom na Menini planini,lahka označena pot
Dom na Okrešlju,Koča pod slapom Rinka - Dom na Okrešlju,delno zahtevna označena pot
Dom na Okrešlju,Koča pod slapom Rinka - Dom na Okrešlju (Pastirska pot),delno zahtevna označena pot
Dom na Paškem Kozjaku,Kozjak - Dom na Paškem Kozjaku (po cesti),lahka označena pot
Dom na Peci,Jakobe - Dom na Peci,lahka označena pot
Dom na Peci,Koča na Pikovem - Dom na Peci (čez preval Vrh šteng),lahka označena pot
Dom na Peci,Mežica - Dom na Peci,lahka označena pot
Dom na Peci,Podpeca (Helenski potok) - Dom na Peci (čez Mirjance),lahka označena pot
Dom na Peci,Podpeca (Mitnek) - Dom na Peci,lahka označena pot
Dom na Peci,Rudnik v Topli - Dom na Peci,lahka označena pot
Dom na Peci,Topla (Burjak) - Dom na Peci,lahka označena pot
Dom na Smrekovcu,Andrejev dom na Slemenu - Dom na Smrekovcu,lahka označena pot
Dom na Smrekovcu,Atelsko sedlo - Dom na Smrekovcu,lahka označena pot
Dom na Smrekovcu,Bele Vode (Rebršak) - Dom na Smrekovcu,lahka označena pot
Dom na Smrekovcu,Izvir Ljubije - Dom na Smrekovcu (po cesti),lahka neoznačena steza
Dom na Smrekovcu,Izvir Ljubije - Dom na Smrekovcu (preko Leskovškove pustote),lahka neoznačena steza
Dom na Smrekovcu,Kramarica - Dom na Smrekovcu (po cesti),lahka označena pot
Dom na Smrekovcu,Kramarica - Dom na Smrekovcu (čez Bukov stan),lahka označena pot
Dom na Smrekovcu,Ljubenske Rastke (Kumprej) - Dom na Smrekovcu,lahka označena pot
Dom na Smrekovcu,Ljubenske Rastke (Vrnivšek) - Dom na Smrekovcu,lahka označena pot
Dom na Smrekovcu,Mozirska koča na Golteh - Dom na Smrekovcu,lahka označena pot
Dom na Smrekovcu,Šmihel nad Mozirjem - Dom na Smrekovcu (krožna pot),lahka označena pot
Dom na Tromeji,Rateče - Dom na Tromeji (pešpot),lahka označena pot
Dom na Tromeji,Rateče - Dom na Tromeji (po cesti),lahka označena pot
Dom na Uršlji gori,Andrejev dom na Slemenu - Dom na Uršlji gori,lahka označena pot
Dom na Uršlji gori,Ciganija - Dom na Uršlji gori,lahka označena pot
Dom na Uršlji gori,Ciganija - Dom na Uršlji gori (zimska pot),lahka označena pot
Dom na Uršlji gori,Ivarčko jezero - Dom na Uršlji gori (Grofovska pot),lahka neoznačena steza
Dom na Uršlji gori,Ivarčko jezero - Dom na Uršlji gori (čez Kozji hrbet),lahka označena pot
Dom na Uršlji gori,Koča na Naravskih ledinah - Dom na Uršlji gori,lahka označena pot
Dom na Uršlji gori,Poštarski dom pod Plešivcem - Dom na Uršlji gori (čez Kal),lahka označena pot
Dom na Uršlji gori,Poštarski dom pod Plešivcem - Dom na Uršlji gori (čez Kozarnico),lahka označena pot
Dom na Uršlji gori,Zapornica pod Malim vrhom - Dom na Uršlji gori (po cesti),lahka označena pot
Dom na Uršlji gori,Žerjav - Dom na Uršlji gori,lahka označena pot
Dom na Zelenici,Bučan - Dom na Zelenici,zelo zahtevna neoznačena steza
Dom na Zelenici,Ljubelj - Dom na Zelenici,lahka označena pot
Dom na Zelenici,Ljubelj - Dom na Zelenici (graničarska pot),lahka neoznačena steza
Dom na Zelenici,Ljubelj - Dom na Zelenici (spodaj po graničarski poti),lahka neoznačena steza
Dom na Zelenici,Ljubelj - Dom na Zelenici (čez Ljubeljščico),zelo zahtevna neoznačena steza
Dom na Zelenici,Tinčkova koča - Dom na Zelenici,lahka označena pot
Dom na Čreti,Braslovško jezero - Dom na Čreti,lahka označena pot
Dom na Čreti,Dom planincev Farbanca - Dom na Čreti,lahka označena pot
Dom na Čreti,Kokarje (ŠRC Laze) - Dom na Čreti (mimo Doma na Farbanci),lahka označena pot
Dom na Čreti,Kokarje (ŠRC Laze) - Dom na Čreti (preko Tajne),lahka označena pot
Dom na Čreti,Letuš - Dom na Čreti,lahka označena pot
Dom na Čreti,Potok (Mostni graben) - Dom na Čreti (mimo Doma na Farbanci),lahka označena pot
Dom na Čreti,Vransko - Dom na Čreti,lahka označena pot
Dom na Čreti,Žovneško jezero - Dom na Čreti,lahka označena pot
Dom planincev Farbanca,Kokarje (ŠRC Laze) - Dom planincev Farbanca,lahka označena pot
Dom planincev Farbanca,Lipa - Dom planincev Farbanca,lahka neoznačena steza
Dom planincev Farbanca,Potok (Mostni graben) - Dom planincev Farbanca,lahka označena pot
Dom pod Storžičem,Grahovše - Dom pod Storžičem (pešpot),lahka označena pot
Dom pod Storžičem,Grahovše - Dom pod Storžičem (po cesti),lahka označena pot
Dom pod Storžičem,Tržič (Slap) - Dom pod Storžičem,lahka označena pot
Dom pri Krnskih jezerih,Dom v Lepeni - Dom pri Krnskih jezerih,lahka označena pot
Dom pri Krnskih jezerih,Koča pri Savici - Dom pri Krnskih jezerih,lahka označena pot
Dom v Dragi,Draga (grobišče talcev) - Dom v Dragi,lahka označena pot
Dom v Kamniški Bistrici,Iverje - Dom v Kamniški Bistrici (Koželjeva pot),delno zahtevna označena pot
Dom v Tamarju,NC Planica - Dom v Tamarju (po cesti),lahka označena pot
Dom v Tamarju,NC Planica - Dom v Tamarju (po pešpoti),lahka označena pot
Dom v Tamarju,Podkoren (Kolovrati) - Dom v Tamarju,lahka neoznačena steza
Dom Čemšenik,Spodnja Kokra - Dom Čemšenik,lahka označena pot
Domžalski dom na Mali planini,Hotel Šimnovec - Domžalski dom na Mali planini (over Gradišče),lahka označena pot
Domžalski dom na Mali planini,"Kraljev hrib - Domžalski dom na Mali planini (preko Škorence, Kačjeka in Gamsovih strež)",delno zahtevna neoznačena pot
Domžalski dom na Mali planini,Kranjski Rak  - Domžalski dom na Mali planini (pešpot),lahka označena pot
Domžalski dom na Mali planini,Kranjski Rak - Domžalski dom na Mali planini (spodaj po cesti),lahka označena pot
Domžalski dom na Mali planini,Kranjski Rak - Domžalski dom na Mali planini (čez Seliški rob),lahka neoznačena steza
Domžalski dom na Mali planini,Stahovica - Domžalski dom na Mali planini,lahka označena pot
Domžalski dom na Mali planini,Za Ušivcem - Domžalski dom na Mali planini,lahka označena pot
Donačka gora,Prelaz Vrhe - Donačka gora,delno zahtevna označena pot
Donačka gora,Rudijev dom na Donački gori - Donačka gora,lahka označena pot
Donačka gora,Sveti Jurij - Donačka gora (stara južna pot),delno zahtevna neoznačena pot
Donačka gora,Sveti Jurij - Donačka gora (vzhodna pot),delno zahtevna označena pot
Doslovška planina,Razpotje Vragovec - Doslovška planina,lahka neoznačena steza
Dovška Baba,Dovje - Dovška Baba,lahka označena pot
Dovška Baba,Erjavčev rovt - Dovška Baba (direktna pot),lahka neoznačena steza
Dovška Baba,Erjavčev rovt - Dovška Baba (čez Brvog),lahka označena pot
Dovška Baba,Podrožca / Rosenbach - Dovška Baba (čez Hruški vrh),lahka neoznačena steza
Dovška Baba,Podrožca / Rosenbach - Dovška Baba (čez Koprivnjak),lahka neoznačena steza
Dovška Baba,Ravne - Dovška Baba (peš pot),lahka označena pot
Dovška Baba,Ravne - Dovška Baba (po cesti),lahka označena pot
Dovška Baba,Rogarjev rovt - Dovška Baba (čez Rožco in Hruški vrh),lahka neoznačena steza
